AccountNumber,BillNumber,IssueDate,DueDate,CustomerName,Address,OSBalance,AdvancePayment,CurrentCharges,TamperingInst,OtherInst,OtherCharges,ConsumptionValue,MeterRent,CountryFils,FuelPriceRate,TVFees,GarbageFees,MeterNumber,Period,PresRead,PrevRead,CalcUsage,Disc,MultFactor,ExportedUsage,NetConsumption,IsObb,ObbAmount,Language,PrevMonPeriod_1,PrevMonConsumption_1,PrevMonPeriod_2,PrevMonConsumption_2,PrevMonPeriod_3,PrevMonConsumption_3,PrevMonPeriod_4,PrevMonConsumption_4,PrevMonPeriod_5,PrevMonConsumption_5,PrevMonPeriod_6,PrevMonConsumption_6,PrevMonPeriod_7,PrevMonConsumption_7,PrevMonPeriod_8,PrevMonConsumption_8,PrevMonPeriod_9,PrevMonConsumption_9,PrevMonPeriod_10,PrevMonConsumption_10,PrevMonPeriod_11,PrevMonConsumption_11
2094834181,6610704573,2017-06-13,2017-07-25,Tara Webb,"38440 Campbell Station Suite 150, East Christopher, AZ 78272",90.51,-47.4,169.34,4,0,19.23,465.39298499770723,2.71,0.11,0.76,1.59,9.78,508888,2018-05-01 to 2018-02-28,11106,10505,601,0.67,1.03,619.03,619.03,TRUE,32.4,English,2017-04-01 to 2017-10-28,474.93,2017-04-01 to 2017-04-28,461.41,2017-11-01 to 2017-03-28,474.71,2017-11-01 to 2017-01-28,464.43,2017-09-01 to 2017-05-28,457.7,2017-08-01 to 2017-02-28,481.2,2017-05-01 to 2017-07-28,464.52,2017-09-01 to 2017-03-28,482.37,2017-04-01 to 2017-11-28,468.54,2017-08-01 to 2017-03-28,490.69,2017-08-01 to 2017-02-28,465.39
2647718802,6232523411,2017-04-09,2017-05-14,Anne Kennedy,"467 Stevenson Lakes, Loriburgh, MN 46287",49.26,-13.55,85.03,9,1,6.24,639.3135225473983,9.92,0.16,0.4,1.81,2.89,593357,2018-12-01 to 2018-08-28,11832,11355,477,0.95,1.03,491.31,491.31,FALSE,,Arabic,2017-10-01 to 2017-07-28,683.72,2017-01-01 to 2017-11-28,671.86,2017-10-01 to 2017-12-28,659.26,2017-10-01 to 2017-11-28,670.35,2017-12-01 to 2017-12-28,664.74,2017-05-01 to 2017-05-28,662.88,2017-08-01 to 2017-09-28,668.05,2017-06-01 to 2017-05-28,646.81,2017-11-01 to 2017-07-28,654.91,2017-04-01 to 2017-01-28,650.03,2017-03-01 to 2017-09-28,639.31
2698820540,6034825734,2017-03-07,2017-03-28,Patricia Young,"54645 Clark Parkways Apt. 238, Penaburgh, FM 79498",99.12,-23.35,184.87,8,1,1.96,713.05435271376,4.61,0.29,0.46,2.0,6.75,148403,2018-10-01 to 2018-12-28,11970,11451,519,0.08,1.03,534.57,534.57,TRUE,28.72,English,2017-11-01 to 2017-01-28,699.88,2017-12-01 to 2017-09-28,705.0,2017-04-01 to 2017-08-28,694.37,2017-12-01 to 2017-04-28,691.35,2017-08-01 to 2017-10-28,709.0,2017-08-01 to 2017-07-28,701.42,2017-06-01 to 2017-02-28,718.67,2017-02-01 to 2017-05-28,707.74,2017-12-01 to 2017-06-28,692.99,2017-12-01 to 2017-05-28,704.7,2017-09-01 to 2017-04-28,713.05
2361177400,6080885532,2017-10-10,2017-11-21,Christopher Roberts,"3205 Medina Gardens, New Amandashire, ID 09226",61.35,18.22,218.6,2,0,13.44,508.0032742195608,8.47,0.51,0.25,1.62,14.97,889905,2018-05-01 to 2018-07-28,11760,11378,382,0.24,1.03,393.46,393.46,TRUE,21.92,English,2017-10-01 to 2017-11-28,557.05,2017-09-01 to 2017-06-28,563.23,2017-06-01 to 2017-01-28,568.42,2017-03-01 to 2017-06-28,548.2,2017-04-01 to 2017-10-28,538.59,2017-04-01 to 2017-11-28,543.92,2017-09-01 to 2017-09-28,540.8,2017-09-01 to 2017-01-28,533.65,2017-12-01 to 2017-04-28,526.18,2017-06-01 to 2017-12-28,522.1,2017-02-01 to 2017-11-28,508.0
2963121892,6303505271,2017-03-17,2017-04-08,Erin Mcdonald,"9646 Mckay Parkways, North Kathrynport, WI 32670",56.24,-13.07,52.22,3,4,18.82,590.5147950726221,6.66,0.87,0.35,1.49,2.86,107035,2018-10-01 to 2018-11-28,11939,11277,662,0.76,1.05,695.1,695.1,FALSE,,English,2017-01-01 to 2017-06-28,578.61,2017-11-01 to 2017-07-28,607.37,2017-10-01 to 2017-09-28,577.27,2017-10-01 to 2017-03-28,593.72,2017-04-01 to 2017-10-28,577.18,2017-03-01 to 2017-01-28,588.07,2017-10-01 to 2017-12-28,581.58,2017-07-01 to 2017-01-28,590.12,2017-07-01 to 2017-04-28,588.68,2017-06-01 to 2017-04-28,573.86,2017-09-01 to 2017-03-28,590.51
2819550299,6352735086,2017-11-12,2017-12-15,Raymond Beck,"USCGC Santiago, FPO AA 44005",50.15,-18.06,261.39,2,0,7.9,610.0782089195723,4.68,0.15,0.1,1.92,17.47,865966,2018-11-01 to 2018-11-28,10998,10363,635,0.52,1.03,654.05,654.05,FALSE,,English,2017-08-01 to 2017-07-28,655.66,2017-12-01 to 2017-09-28,653.64,2017-10-01 to 2017-04-28,635.06,2017-04-01 to 2017-02-28,649.41,2017-06-01 to 2017-08-28,636.42,2017-06-01 to 2017-04-28,641.94,2017-12-01 to 2017-02-28,626.93,2017-12-01 to 2017-12-28,633.74,2017-06-01 to 2017-08-28,642.71,2017-12-01 to 2017-02-28,651.49,2017-08-01 to 2017-04-28,610.08
2641920111,6646137179,2017-01-21,2017-02-07,Penny Herrera,"866 Melissa Knolls Suite 967, Brianabury, IA 61801",55.79,-25.29,413.95,4,2,18.53,689.5434051529563,3.07,0.87,0.9,1.72,2.38,878508,2018-12-01 to 2018-03-28,10263,9741,522,0.93,1.06,553.32,553.32,TRUE,0.38,Arabic,2017-09-01 to 2017-09-28,660.07,2017-02-01 to 2017-02-28,672.45,2017-05-01 to 2017-03-28,679.35,2017-05-01 to 2017-07-28,661.65,2017-12-01 to 2017-03-28,663.25,2017-04-01 to 2017-03-28,665.28,2017-03-01 to 2017-04-28,686.77,2017-09-01 to 2017-05-28,691.94,2017-03-01 to 2017-05-28,696.27,2017-08-01 to 2017-07-28,695.8,2017-08-01 to 2017-03-28,689.54
2202239462,6642252259,2017-06-01,2017-07-05,Tamara Beck,"11402 Simpson Court Apt. 199, Santanamouth, UT 21294",96.86,-21.63,320.32,10,0,17.45,451.3460584194306,7.59,0.9,0.26,1.6,9.72,365687,2018-02-01 to 2018-11-28,11392,10812,580,0.9,1.08,626.4,626.4,TRUE,15.7,Arabic,2017-04-01 to 2017-01-28,454.59,2017-08-01 to 2017-08-28,460.3,2017-05-01 to 2017-05-28,464.53,2017-04-01 to 2017-05-28,476.6,2017-04-01 to 2017-05-28,467.49,2017-10-01 to 2017-06-28,465.41,2017-01-01 to 2017-01-28,465.6,2017-02-01 to 2017-05-28,455.18,2017-11-01 to 2017-08-28,461.86,2017-09-01 to 2017-01-28,443.54,2017-08-01 to 2017-09-28,451.35
2648404197,6529137549,2017-11-18,2017-12-07,Michelle Watson,"64853 Robert Forest Suite 026, Brandonberg, HI 81550",33.92,11.83,368.16,4,5,19.98,693.0869845240851,3.57,0.6,0.31,1.89,8.76,356690,2018-07-01 to 2018-11-28,10402,9827,575,0.36,1.07,615.25,615.25,FALSE,,Arabic,2017-02-01 to 2017-04-28,669.42,2017-04-01 to 2017-03-28,682.87,2017-04-01 to 2017-09-28,682.46,2017-04-01 to 2017-11-28,682.66,2017-06-01 to 2017-09-28,688.3,2017-03-01 to 2017-04-28,685.23,2017-04-01 to 2017-12-28,705.34,2017-07-01 to 2017-03-28,685.66,2017-02-01 to 2017-01-28,689.15,2017-06-01 to 2017-04-28,699.2,2017-05-01 to 2017-10-28,693.09
2045696410,6403025750,2017-12-26,2018-01-18,Maria Walker,"81977 Rachel Island, Alexanderchester, MN 99949",46.56,10.05,364.83,5,3,19.2,698.534033747325,8.85,0.39,0.29,1.71,17.74,465398,2018-03-01 to 2018-04-28,10543,9887,656,0.73,1.07,701.92,701.92,TRUE,46.33,English,2017-03-01 to 2017-12-28,655.86,2017-08-01 to 2017-08-28,661.09,2017-07-01 to 2017-05-28,649.27,2017-10-01 to 2017-12-28,666.88,2017-08-01 to 2017-11-28,669.34,2017-08-01 to 2017-04-28,662.32,2017-06-01 to 2017-03-28,670.63,2017-04-01 to 2017-02-28,683.17,2017-02-01 to 2017-11-28,686.01,2017-03-01 to 2017-10-28,698.08,2017-10-01 to 2017-10-28,698.53
2920471033,6599832314,2017-12-24,2018-01-10,Marc Jordan,"2514 Peck Loaf, New Micheleside, VI 51975",6.55,-18.76,67.55,10,0,5.97,537.6328558194722,2.01,0.45,0.55,1.15,9.34,678612,2018-08-01 to 2018-08-28,11221,10885,336,0.68,1.07,359.52,359.52,TRUE,13.91,Arabic,2017-05-01 to 2017-10-28,590.99,2017-01-01 to 2017-03-28,592.73,2017-01-01 to 2017-09-28,584.86,2017-07-01 to 2017-05-28,568.8,2017-02-01 to 2017-03-28,572.5,2017-03-01 to 2017-02-28,556.43,2017-01-01 to 2017-05-28,577.7,2017-07-01 to 2017-11-28,555.34,2017-08-01 to 2017-12-28,552.01,2017-03-01 to 2017-11-28,558.39,2017-06-01 to 2017-08-28,537.63
2816585147,6427064422,2017-07-14,2017-07-29,Dana Gonzalez,"54890 Katherine Plain, South Stevenville, MP 10460",84.9,-6.4,402.15,6,5,7.24,517.5105802011071,8.14,0.94,0.16,1.76,12.76,404968,2018-03-01 to 2018-07-28,10559,10100,459,0.33,1.07,491.13,491.13,TRUE,13.7,English,2017-04-01 to 2017-08-28,456.93,2017-03-01 to 2017-04-28,470.99,2017-05-01 to 2017-10-28,461.04,2017-12-01 to 2017-02-28,487.77,2017-04-01 to 2017-09-28,469.07,2017-08-01 to 2017-12-28,477.9,2017-03-01 to 2017-09-28,478.68,2017-09-01 to 2017-02-28,493.3,2017-09-01 to 2017-03-28,486.5,2017-10-01 to 2017-09-28,512.91,2017-08-01 to 2017-12-28,517.51
2646434680,6146583262,2017-06-25,2017-07-17,Mackenzie Glover MD,"29344 Cody Tunnel, East Derrickmouth, WA 27759",84.99,-30.79,102.63,4,1,8.28,668.6340349481509,0.95,0.15,0.9,1.52,18.76,868236,2018-01-01 to 2018-07-28,10238,9554,684,0.73,1.05,718.2,718.2,FALSE,,Arabic,2017-04-01 to 2017-02-28,643.84,2017-10-01 to 2017-05-28,639.66,2017-01-01 to 2017-06-28,643.42,2017-08-01 to 2017-12-28,661.91,2017-08-01 to 2017-10-28,642.16,2017-05-01 to 2017-02-28,648.8,2017-07-01 to 2017-03-28,651.29,2017-12-01 to 2017-12-28,659.24,2017-05-01 to 2017-05-28,670.93,2017-10-01 to 2017-08-28,652.06,2017-02-01 to 2017-10-28,668.63
2034826829,6303792182,2017-12-13,2018-01-23,Victoria Kennedy,"5414 Tyler Crest Apt. 992, Torreschester, FL 76910",29.59,42.0,218.24,5,3,1.98,575.5872173583683,5.76,0.98,0.84,1.19,6.6,605066,2018-09-01 to 2018-01-28,11801,11241,560,0.55,1.04,582.4,582.4,TRUE,40.46,English,2017-06-01 to 2017-11-28,602.61,2017-11-01 to 2017-11-28,609.41,2017-06-01 to 2017-05-28,606.12,2017-08-01 to 2017-10-28,618.47,2017-08-01 to 2017-07-28,617.29,2017-12-01 to 2017-04-28,611.03,2017-07-01 to 2017-11-28,604.16,2017-02-01 to 2017-11-28,597.23,2017-03-01 to 2017-01-28,595.72,2017-07-01 to 2017-12-28,590.68,2017-07-01 to 2017-01-28,575.59
2571251428,6459235719,2017-02-01,2017-02-24,Jeanette Rogers,"78259 Stephanie Trace, Duranfurt, DC 11042",82.14,21.04,295.52,10,1,14.36,565.9468247486855,7.0,0.87,0.11,1.38,2.72,382518,2018-01-01 to 2018-10-28,10413,9920,493,0.61,1.08,532.44,532.44,TRUE,21.84,Arabic,2017-02-01 to 2017-07-28,493.94,2017-11-01 to 2017-04-28,511.82,2017-02-01 to 2017-12-28,494.08,2017-11-01 to 2017-04-28,495.31,2017-07-01 to 2017-01-28,515.67,2017-08-01 to 2017-11-28,498.89,2017-02-01 to 2017-05-28,501.6,2017-10-01 to 2017-07-28,534.67,2017-10-01 to 2017-05-28,533.42,2017-10-01 to 2017-01-28,552.9,2017-04-01 to 2017-01-28,565.95
2650514841,6933829494,2017-08-21,2017-09-25,Jonathan Sutton,"72218 Jackson Bridge, Wrightport, RI 84726",52.21,-31.76,213.38,6,2,9.97,546.0732835551024,1.37,0.5,0.68,1.2,4.13,951672,2018-11-01 to 2018-06-28,10842,10251,591,0.41,1.07,632.37,632.37,FALSE,,English,2017-03-01 to 2017-03-28,521.81,2017-09-01 to 2017-12-28,527.89,2017-10-01 to 2017-10-28,540.92,2017-12-01 to 2017-01-28,526.64,2017-04-01 to 2017-06-28,546.28,2017-05-01 to 2017-09-28,537.2,2017-08-01 to 2017-09-28,547.84,2017-06-01 to 2017-09-28,528.69,2017-03-01 to 2017-02-28,529.39,2017-03-01 to 2017-10-28,538.66,2017-07-01 to 2017-01-28,546.07
2270277679,6373933914,2017-08-01,2017-08-17,Douglas Baker,"0603 Amber Creek, Rachelburgh, CO 10545",16.2,-33.77,72.18,8,2,17.6,640.146263861886,0.93,0.12,0.76,1.29,17.21,959276,2018-04-01 to 2018-04-28,11895,11299,596,0.28,1.06,631.76,631.76,TRUE,3.13,Arabic,2017-06-01 to 2017-09-28,598.76,2017-02-01 to 2017-03-28,593.31,2017-01-01 to 2017-07-28,606.14,2017-07-01 to 2017-07-28,581.26,2017-07-01 to 2017-03-28,598.07,2017-12-01 to 2017-10-28,605.72,2017-01-01 to 2017-04-28,620.07,2017-08-01 to 2017-12-28,620.77,2017-10-01 to 2017-10-28,616.16,2017-05-01 to 2017-05-28,616.98,2017-11-01 to 2017-05-28,640.15
2153466091,6570395369,2017-02-18,2017-03-13,Karen Lopez,"4875 Ford Ville Suite 459, Liport, IL 28548",46.69,29.09,489.02,9,1,18.65,472.0072012952204,0.92,0.74,0.94,1.97,12.33,261584,2018-07-01 to 2018-03-28,10174,9665,509,0.93,1.09,554.81,554.81,FALSE,,Arabic,2017-01-01 to 2017-07-28,473.98,2017-07-01 to 2017-10-28,470.58,2017-08-01 to 2017-08-28,472.11,2017-09-01 to 2017-07-28,458.02,2017-09-01 to 2017-05-28,491.47,2017-05-01 to 2017-12-28,493.35,2017-04-01 to 2017-09-28,489.11,2017-10-01 to 2017-12-28,472.86,2017-11-01 to 2017-07-28,493.85,2017-03-01 to 2017-08-28,469.03,2017-12-01 to 2017-04-28,472.01
2400674682,6501075388,2017-04-05,2017-05-14,Elizabeth Wilkinson,"461 William Isle Apt. 933, South Theresaland, ME 42517",49.98,-13.15,307.92,6,4,16.12,518.037327428281,4.67,0.36,0.79,0.62,17.13,731459,2018-10-01 to 2018-08-28,10331,9814,517,0.23,1.03,532.51,532.51,TRUE,13.62,English,2017-09-01 to 2017-03-28,536.3,2017-08-01 to 2017-11-28,547.46,2017-05-01 to 2017-04-28,531.93,2017-05-01 to 2017-10-28,550.79,2017-08-01 to 2017-06-28,549.34,2017-07-01 to 2017-07-28,513.99,2017-12-01 to 2017-08-28,545.85,2017-01-01 to 2017-09-28,515.27,2017-12-01 to 2017-02-28,532.5,2017-11-01 to 2017-09-28,527.52,2017-12-01 to 2017-05-28,518.04
2797313770,6350202779,2017-07-06,2017-08-19,Mr. Daniel Acevedo Jr.,"Unit 6091 Box 6529, DPO AA 29878",23.87,-46.97,474.0,0,1,15.56,442.5776833990983,0.5,0.64,0.72,1.67,14.17,897897,2018-10-01 to 2018-12-28,11401,10779,622,0.52,1.04,646.88,646.88,TRUE,44.96,English,2017-02-01 to 2017-07-28,475.75,2017-01-01 to 2017-03-28,462.47,2017-11-01 to 2017-04-28,476.53,2017-11-01 to 2017-07-28,474.38,2017-10-01 to 2017-11-28,458.11,2017-07-01 to 2017-05-28,477.25,2017-09-01 to 2017-04-28,453.78,2017-11-01 to 2017-03-28,457.64,2017-01-01 to 2017-12-28,457.13,2017-01-01 to 2017-09-28,445.74,2017-09-01 to 2017-10-28,442.58
2404224142,6848735716,2017-10-21,2017-11-21,Nicholas Adams,"294 Strickland Freeway Suite 834, Matthewmouth, DC 98385",80.4,6.39,363.1,8,5,16.95,714.2095608613752,2.39,0.32,0.58,0.89,17.86,324367,2018-08-01 to 2018-11-28,10672,10138,534,0.39,1.08,576.72,576.72,TRUE,23.19,Arabic,2017-02-01 to 2017-02-28,675.24,2017-01-01 to 2017-06-28,664.86,2017-09-01 to 2017-05-28,683.18,2017-05-01 to 2017-07-28,693.08,2017-12-01 to 2017-01-28,689.69,2017-12-01 to 2017-02-28,695.57,2017-02-01 to 2017-07-28,697.46,2017-04-01 to 2017-09-28,711.16,2017-10-01 to 2017-12-28,715.36,2017-07-01 to 2017-10-28,721.53,2017-02-01 to 2017-02-28,714.21
2388613436,6455880479,2017-09-27,2017-11-09,Alexander Williams,"882 Lawson Green Suite 570, West Samuelfort, HI 13509",99.2,48.41,495.77,3,4,10.31,438.9334911316486,2.27,0.5,0.56,1.45,8.95,881838,2018-11-01 to 2018-08-28,11732,11367,365,0.76,1.03,375.95,375.95,TRUE,40.7,English,2017-03-01 to 2017-09-28,397.2,2017-10-01 to 2017-03-28,387.52,2017-08-01 to 2017-04-28,414.66,2017-05-01 to 2017-02-28,415.76,2017-03-01 to 2017-01-28,420.63,2017-02-01 to 2017-02-28,416.7,2017-11-01 to 2017-12-28,425.43,2017-12-01 to 2017-05-28,403.91,2017-07-01 to 2017-05-28,435.95,2017-05-01 to 2017-06-28,423.97,2017-04-01 to 2017-02-28,438.93
2242805764,6792162622,2017-02-25,2017-04-04,Eric Wade,"993 Theresa Isle Apt. 410, Kevinfort, GU 60889",77.01,-40.42,86.0,3,4,5.92,664.2238408002543,4.81,0.12,0.5,0.57,17.27,181266,2018-11-01 to 2018-10-28,11379,10797,582,0.08,1.02,593.64,593.64,FALSE,,Arabic,2017-10-01 to 2017-12-28,672.15,2017-06-01 to 2017-01-28,675.16,2017-01-01 to 2017-01-28,661.78,2017-11-01 to 2017-09-28,683.33,2017-06-01 to 2017-01-28,662.24,2017-02-01 to 2017-04-28,658.52,2017-08-01 to 2017-11-28,680.69,2017-01-01 to 2017-06-28,680.28,2017-04-01 to 2017-01-28,666.06,2017-09-01 to 2017-12-28,671.38,2017-06-01 to 2017-10-28,664.22
2541662709,6575329802,2017-08-02,2017-08-31,Gregory Gonzalez,"3904 Romero Isle Apt. 571, New Amy, VT 85802",53.89,8.67,163.18,7,2,4.93,465.8050831964891,6.62,0.1,0.71,1.04,13.07,572900,2018-10-01 to 2018-10-28,10360,9987,373,0.53,1.09,406.57,406.57,FALSE,,Arabic,2017-06-01 to 2017-09-28,497.24,2017-03-01 to 2017-09-28,489.46,2017-01-01 to 2017-02-28,516.34,2017-05-01 to 2017-10-28,498.23,2017-06-01 to 2017-08-28,494.27,2017-10-01 to 2017-07-28,496.86,2017-03-01 to 2017-03-28,480.73,2017-11-01 to 2017-01-28,467.91,2017-02-01 to 2017-09-28,450.06,2017-07-01 to 2017-03-28,461.34,2017-08-01 to 2017-03-28,465.81
2838721852,6926168116,2017-06-21,2017-08-05,Laurie Park,"149 Katelyn Well Apt. 062, South Laurafort, RI 27217",93.8,-0.04,109.63,9,4,3.98,585.5117463086915,2.01,0.42,1.0,1.55,4.59,932319,2018-10-01 to 2018-09-28,10657,10070,587,0.01,1.09,639.83,639.83,TRUE,1.67,Arabic,2017-01-01 to 2017-11-28,578.4,2017-03-01 to 2017-05-28,584.53,2017-06-01 to 2017-12-28,575.8,2017-05-01 to 2017-08-28,590.27,2017-08-01 to 2017-08-28,597.29,2017-10-01 to 2017-06-28,577.66,2017-12-01 to 2017-08-28,580.24,2017-01-01 to 2017-10-28,577.92,2017-12-01 to 2017-05-28,599.55,2017-06-01 to 2017-03-28,581.57,2017-01-01 to 2017-01-28,585.51
2994281326,6405996907,2017-08-04,2017-09-10,Pamela James,"1280 Michelle Locks, Reedbury, MH 58916",69.58,-34.2,464.98,2,4,19.17,644.9902043807136,9.22,0.61,0.64,1.52,15.86,915632,2018-04-01 to 2018-09-28,10152,9474,678,0.98,1.07,725.46,725.46,FALSE,,Arabic,2017-01-01 to 2017-05-28,662.19,2017-11-01 to 2017-05-28,651.43,2017-11-01 to 2017-07-28,654.15,2017-11-01 to 2017-04-28,652.28,2017-11-01 to 2017-07-28,647.3,2017-01-01 to 2017-02-28,650.44,2017-12-01 to 2017-09-28,656.68,2017-02-01 to 2017-10-28,655.51,2017-08-01 to 2017-07-28,637.23,2017-11-01 to 2017-08-28,629.47,2017-05-01 to 2017-12-28,644.99
2878712164,6645259698,2017-06-03,2017-07-15,Mark Hernandez,"68273 Logan Islands Apt. 656, West Taylor, FL 01651",78.37,40.86,181.51,10,5,11.58,448.2099032392089,6.37,0.96,0.21,1.98,11.66,616079,2018-07-01 to 2018-04-28,11282,10836,446,0.79,1.07,477.22,477.22,FALSE,,English,2017-08-01 to 2017-12-28,440.4,2017-09-01 to 2017-11-28,413.33,2017-03-01 to 2017-01-28,419.01,2017-05-01 to 2017-05-28,437.06,2017-09-01 to 2017-11-28,440.96,2017-03-01 to 2017-11-28,436.5,2017-11-01 to 2017-08-28,431.86,2017-01-01 to 2017-12-28,418.54,2017-07-01 to 2017-02-28,442.32,2017-04-01 to 2017-10-28,451.26,2017-07-01 to 2017-07-28,448.21
2075296501,6060372253,2017-01-21,2017-02-21,John Villarreal,"987 Michael Center Apt. 207, Gutierreztown, KY 49927",99.95,-45.72,344.28,8,2,0.15,628.034385347546,7.08,0.61,0.21,0.86,7.41,452823,2018-02-01 to 2018-11-28,10719,10374,345,0.24,1.06,365.7,365.7,FALSE,,English,2017-12-01 to 2017-08-28,624.93,2017-03-01 to 2017-08-28,625.61,2017-09-01 to 2017-12-28,614.62,2017-09-01 to 2017-02-28,610.39,2017-03-01 to 2017-11-28,623.19,2017-01-01 to 2017-04-28,595.76,2017-05-01 to 2017-12-28,618.48,2017-02-01 to 2017-12-28,617.75,2017-04-01 to 2017-04-28,631.69,2017-03-01 to 2017-10-28,621.66,2017-08-01 to 2017-05-28,628.03
2784415113,6864036589,2017-03-28,2017-05-05,Luis Williams,"6640 Jose Coves Apt. 551, New Kurtfurt, FL 20893",51.42,-36.83,458.92,10,3,18.19,696.3095765282208,3.99,0.85,0.8,1.52,3.79,136436,2018-10-01 to 2018-05-28,11704,11335,369,0.25,1.09,402.21,402.21,TRUE,20.98,English,2017-11-01 to 2017-04-28,677.48,2017-07-01 to 2017-05-28,685.64,2017-08-01 to 2017-07-28,655.68,2017-10-01 to 2017-01-28,677.93,2017-07-01 to 2017-09-28,677.09,2017-02-01 to 2017-12-28,693.61,2017-05-01 to 2017-11-28,706.46,2017-04-01 to 2017-09-28,713.22,2017-08-01 to 2017-11-28,682.08,2017-05-01 to 2017-11-28,726.8,2017-03-01 to 2017-03-28,696.31
2419860562,6307894770,2017-08-04,2017-08-25,Denise Nelson,"0194 Phillips Corners Apt. 939, Edwardstad, NE 63352",69.76,44.02,309.25,8,4,7.29,458.29458072411063,7.29,0.31,0.27,0.58,2.75,140583,2018-11-01 to 2018-03-28,11895,11593,302,0.14,1.06,320.12,320.12,FALSE,,Arabic,2017-09-01 to 2017-10-28,524.94,2017-05-01 to 2017-04-28,513.86,2017-07-01 to 2017-08-28,505.85,2017-03-01 to 2017-06-28,507.89,2017-06-01 to 2017-06-28,499.5,2017-01-01 to 2017-06-28,501.59,2017-10-01 to 2017-05-28,477.35,2017-04-01 to 2017-02-28,483.98,2017-12-01 to 2017-01-28,477.15,2017-12-01 to 2017-05-28,471.07,2017-06-01 to 2017-06-28,458.29
2735265219,6594834850,2017-12-07,2017-12-23,David Leblanc,"54597 Walker Isle, Baileyshire, NE 29362",0.88,32.4,494.51,6,4,19.52,709.4663451911997,7.53,0.42,0.1,0.73,7.24,536025,2018-03-01 to 2018-03-28,11767,11320,447,0.15,1.03,460.41,460.41,FALSE,,English,2017-07-01 to 2017-08-28,663.69,2017-09-01 to 2017-05-28,666.47,2017-05-01 to 2017-12-28,674.74,2017-09-01 to 2017-12-28,680.42,2017-08-01 to 2017-05-28,673.99,2017-07-01 to 2017-04-28,676.64,2017-12-01 to 2017-07-28,679.19,2017-09-01 to 2017-11-28,691.86,2017-08-01 to 2017-01-28,707.78,2017-08-01 to 2017-01-28,680.63,2017-07-01 to 2017-06-28,709.47
2220282201,6155729949,2017-06-09,2017-07-12,Danielle King,"9201 Lauren Centers, Gabrielview, PR 06240",4.55,45.43,290.5,9,3,13.42,729.2011036562434,2.95,0.18,0.22,0.64,9.02,514919,2018-11-01 to 2018-10-28,11437,10965,472,0.22,1.07,505.04,505.04,TRUE,3.01,Arabic,2017-03-01 to 2017-05-28,659.53,2017-03-01 to 2017-08-28,701.98,2017-05-01 to 2017-11-28,675.18,2017-11-01 to 2017-03-28,696.54,2017-05-01 to 2017-07-28,710.7,2017-05-01 to 2017-12-28,723.56,2017-11-01 to 2017-11-28,694.89,2017-02-01 to 2017-05-28,705.9,2017-01-01 to 2017-12-28,708.83,2017-07-01 to 2017-03-28,726.13,2017-04-01 to 2017-08-28,729.2
2442674278,6239639281,2017-04-22,2017-06-02,Amanda Donovan,"50629 Nguyen Shore Suite 377, Anthonyshire, MT 46672",6.53,9.52,185.87,2,4,3.81,558.1156536966959,3.01,0.39,0.43,0.74,9.74,601486,2018-06-01 to 2018-06-28,11951,11540,411,0.5,1.09,447.99,447.99,FALSE,,Arabic,2017-07-01 to 2017-04-28,482.82,2017-01-01 to 2017-11-28,493.85,2017-03-01 to 2017-05-28,506.94,2017-12-01 to 2017-07-28,500.47,2017-04-01 to 2017-02-28,504.87,2017-10-01 to 2017-12-28,502.78,2017-11-01 to 2017-05-28,533.58,2017-01-01 to 2017-02-28,521.28,2017-11-01 to 2017-12-28,521.39,2017-09-01 to 2017-09-28,528.69,2017-05-01 to 2017-04-28,558.12
2194712935,6950674455,2017-12-03,2018-01-09,Anna Carr,"629 Molly Creek Suite 980, South Chadmouth, ND 84402",26.44,-25.08,458.97,2,4,10.81,644.2744484559173,1.27,0.26,0.28,1.59,12.79,309061,2018-01-01 to 2018-04-28,10177,9827,350,0.81,1.07,374.5,374.5,TRUE,17.89,Arabic,2017-04-01 to 2017-01-28,672.3,2017-02-01 to 2017-09-28,676.24,2017-04-01 to 2017-12-28,657.94,2017-10-01 to 2017-03-28,644.08,2017-07-01 to 2017-06-28,667.52,2017-09-01 to 2017-04-28,646.48,2017-11-01 to 2017-01-28,647.72,2017-12-01 to 2017-11-28,648.1,2017-05-01 to 2017-01-28,646.58,2017-09-01 to 2017-07-28,631.48,2017-01-01 to 2017-09-28,644.27
2068108471,6803714639,2017-01-16,2017-02-03,Michael Kirby,"877 Peterson Burgs, Nunezborough, GA 10698",90.49,40.43,296.61,5,5,15.05,702.6092756481972,8.94,0.49,0.51,1.5,15.52,912556,2018-03-01 to 2018-06-28,11104,10621,483,0.9,1.1,531.3,531.3,TRUE,49.53,English,2017-11-01 to 2017-03-28,663.36,2017-05-01 to 2017-03-28,667.48,2017-07-01 to 2017-08-28,650.67,2017-09-01 to 2017-06-28,687.34,2017-09-01 to 2017-05-28,681.18,2017-10-01 to 2017-07-28,687.38,2017-11-01 to 2017-05-28,714.73,2017-08-01 to 2017-01-28,701.77,2017-02-01 to 2017-02-28,700.31,2017-06-01 to 2017-12-28,721.42,2017-05-01 to 2017-11-28,702.61
